review_text,rating,category,subject_id,subject_name,sentiment_class,reputation_index
Ничего особенного. Можно взять если нужно.,3,Доставка,SUBJ_0005,ГлобалСток,1,-0.0508
Супер!  радует каждый день.,3,Электроника,SUBJ_0018,ГлобалПро,1,-0.151
"Плохой товар, размер обман покупателей.",1,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.5389
Расположение качество на высоте. Очень доволен.,5,Отель,SUBJ_0017,СтандартТрейд,2,0.5636
"Замечательно, быстрая доставка, но есть и плюсы и минусы.",3,Отель,SUBJ_0048,ПремиумСток,1,-0.103
"Кошмар, не соответствует описанию, правда не хуже других.",2,Косметика,SUBJ_0000,МегаМаркетПлюс,0,-0.6081
Жалею что купил! немного не соответствует описанию.,1,Бытовая техника,SUBJ_0006,ТехноМирСток,0,-0.6052
"Полное разочарование, хотя радует каждый день.",2,Ресторан,SUBJ_0041,СтандартЦентр,1,0.5189
"Великолепно, правда хамское обслуживание.",2,Бытовая техника,SUBJ_0006,ТехноМирСток,1,-0.0815
"Всё отлично, нет нареканий. Однако за такие деньги норм.",4,Ресторан,SUBJ_0041,СтандартЦентр,2,0.398
Плохой товар. Однако быстрая доставка.,2,Ресторан,SUBJ_0033,СуперСервисЛайн,1,-0.252
Довольно долгая доставка. Полное разочарование!,2,Книги,SUBJ_0040,МегаМаркетХаб,1,-0.0879
"Отличный товар, но сломалось через неделю.",3,Одежда,SUBJ_0030,ГлобалШоп,1,0.4191
"Не рекомендую, правда радует каждый день.",3,Электроника,SUBJ_0018,ГлобалПро,1,-0.0548
"Всё отлично, полностью доволен. Но средний уровень.",5,Отель,SUBJ_0017,СтандартТрейд,2,-0.0528
Ничего особенного. За такие деньги норм.,3,Ресторан,SUBJ_0041,СтандартЦентр,1,0.1927
Пойдёт. Ожидал большего.,2,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.2141
"Разочарован, хамское обслуживание. Однако ожидал большего.",3,Продукты питания,SUBJ_0010,ЭкспрессГрупп,1,-0.1038
"Топ, работает идеально. Однако обычное качество.",3,Электроника,SUBJ_0007,ЛюксХаб,2,1.0
Разочарован! весьма деньги не вернули.,2,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.4379
Крайне быстрая доставка. Отличный товар!,4,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.2875
"Пойдёт, качество пошива ничего выдающегося.",3,Одежда,SUBJ_0002,МегаМаркетСток,1,-0.214
Мощность работает идеально. Великолепно.,5,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.3806
"Так себе, посадка бывает и лучше.",2,Одежда,SUBJ_0019,ГлобалГрупп,1,0.0834
"Всё отлично, качество пошива превзошло ожидания.",3,Одежда,SUBJ_0023,ГлобалГрупп,1,-0.1275
Без восторга. На троечку.,1,Доставка,SUBJ_0014,ПремиумПлюс,0,-0.7447
Содержание пришло поврежденное. Ужасное качество.,1,Книги,SUBJ_0015,ЛюксПро,0,-0.4057
"Прекрасная покупка, приятно удивлён, правда бывает и лучше.",2,Одежда,SUBJ_0047,СуперСервисСток,1,-0.2305
Весьма быстрая доставка. Супер!,5,Электроника,SUBJ_0018,ГлобалПро,2,0.8389
"Могло быть лучше, номер ничего выдающегося.",3,Отель,SUBJ_0008,ОптимаШоп,1,0.4692
Ожидал большего. Средне.,3,Спорт и отдых,SUBJ_0049,ГлобалМаркет,1,-0.3112
Можно взять если нужно. Приемлемо.,4,Продукты питания,SUBJ_0038,ТехноМирПро,2,0.874
Прекрасная покупка! крайне быстрая доставка.,3,Одежда,SUBJ_0011,ГлобалТрейд,2,0.4861
Не идеально но сойдёт. Приемлемо.,2,Косметика,SUBJ_0000,МегаМаркетПлюс,1,-0.2814
Соответствует цене. Не хуже других.,4,Одежда,SUBJ_0037,ЛюксЦентр,1,0.0323
"На троечку, дизайн без восторга.",3,Спорт и отдых,SUBJ_0021,ПремиумЦентр,1,0.1814
За такие деньги норм. Обычный товар.,2,Электроника,SUBJ_0027,ГлобалТрейд,1,0.056
"Разочарован, дизайн долгая доставка.",2,Электроника,SUBJ_0018,ГлобалПро,0,-0.3821
Довольно быстрая доставка. Топ!,5,Книги,SUBJ_0015,ЛюксПро,2,0.8364
"Так себе, еда за такие деньги норм.",4,Ресторан,SUBJ_0024,СтандартМаркет,1,-0.1278
"Не советую, обман покупателей. Однако за такие деньги норм.",3,Одежда,SUBJ_0014,ПремиумПлюс,1,-0.0314
"Пойдёт, обслуживание без восторга.",2,Ресторан,SUBJ_0024,СтандартМаркет,1,0.2735
"Худшая покупка, низкое качество. Но обычное качество.",2,Косметика,SUBJ_0044,ЭкспрессПро,1,0.3824
Крайне полностью доволен. Всё отлично!,5,Продукты питания,SUBJ_0038,ТехноМирПро,2,0.3933
"Не советую, хотя буду заказывать ещё.",3,Книги,SUBJ_0020,ГлобалПро,1,-0.4137
"Обычный товар, экран без восторга.",4,Электроника,SUBJ_0042,ПремиумСток,1,0.0183
"Плохой товар, не стоит таких денег, при этом бывает и лучше.",3,Ресторан,SUBJ_0041,СтандартЦентр,1,-0.3238
Можно взять если нужно. Есть недостатки.,5,Электроника,SUBJ_0018,ГлобалПро,2,0.9173
Приемлемо. Без восторга.,4,Отель,SUBJ_0039,СуперСервисХаб,1,-0.3758
"Худшая покупка, сломалось через неделю, при этом обычное качество.",1,Продукты питания,SUBJ_0010,ЭкспрессГрупп,0,-0.5682
Звук потерянная посылка. Отвратительно.,1,Электроника,SUBJ_0006,ТехноМирСток,0,-0.5136
Ужасное качество!  деньги не вернули.,3,Отель,SUBJ_0030,ГлобалШоп,0,-0.3259
Ничего выдающегося. Средне.,4,Бытовая техника,SUBJ_0004,ТехноМирПро,1,0.2816
"Прекрасная покупка, правда хамское обслуживание.",2,Доставка,SUBJ_0045,МаксимумМаркет,1,-0.2766
Ничего особенного. Есть и плюсы и минусы.,3,Косметика,SUBJ_0044,ЭкспрессПро,1,0.0148
Печать не стоит таких денег. Жалею что купил.,1,Книги,SUBJ_0031,ГлобалЦентр,0,-0.506
